,postal_code,price,number_of_bedroom,house_area,fully_equipped_kitchen,terrace,is_new,locality,district,province,province_int,region,region_int,district_int,ratio_free_build
5937,3400,90000,1,50,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
5938,7500,90000,1,75,0,0,0,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
5939,8420,92000,1,40,1,1,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5940,8434,97000,1,46,0,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5941,4000,99000,1,53,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5944,7321,70000,1,46,1,0,1,Bernissart,Ath,hainaut,6.0,wallonie,1.0,9.0,-1.999142412718913
5946,6000,95000,2,95,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5947,8670,79000,1,46,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5949,8450,85000,1,45,1,1,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
5951,8660,90000,2,41,1,0,0,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5954,7000,95000,2,72,1,1,0,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
5956,8670,65000,1,45,1,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5957,8660,67500,1,32,0,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5958,4820,85000,2,92,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
5959,6690,89000,3,111,1,0,1,Vielsalm,Bastogne,luxembourg,10.0,wallonie,1.0,31.0,-0.6367638126281108
5960,8400,89000,1,30,1,1,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
5961,6900,58000,1,29,1,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
5962,6000,60000,1,50,0,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5965,8000,99000,1,23,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
5966,8370,99900,1,48,0,1,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5967,1070,94500,1,55,1,0,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
5969,4000,85000,1,36,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5971,4000,88000,1,49,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5972,8000,100000,1,17,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
5973,7600,99000,1,48,1,1,1,Péruwelz,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-2.0355687687624417
5975,8660,89000,1,50,1,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5977,8450,80000,1,45,1,1,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
5978,6940,64000,1,45,0,1,0,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5979,8370,82500,1,44,0,0,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5980,7500,85000,1,50,1,1,1,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
5981,8660,87000,1,38,0,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5983,6040,99000,2,88,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5985,8400,75000,1,40,0,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
5987,6220,89000,2,120,0,0,0,Fleurus,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-1.8099311284986281
5988,8450,99900,2,71,1,0,0,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
5990,4730,85000,1,62,1,1,0,Raeren,Verviers,liege,4.0,wallonie,1.0,5.0,-1.2674240912039445
5991,4020,89000,2,70,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5992,4800,89000,1,51,0,1,1,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
5993,4800,89000,1,51,0,1,1,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
5994,4800,89000,1,51,0,1,1,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
5995,6000,70000,2,70,0,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5996,4030,69000,1,30,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5997,7000,90000,1,50,0,0,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
5999,8420,89000,2,70,1,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
6000,2018,94500,1,18,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6001,4720,99500,2,100,0,0,1,La Calamine,Verviers,liege,4.0,wallonie,1.0,5.0,-2.2499092598456496
6002,4720,99500,2,100,0,0,1,Kelmis,Verviers,liege,4.0,wallonie,1.0,5.0,-2.2499092598456496
6004,6001,99000,2,150,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6006,8660,64840,1,33,1,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
6009,6001,75000,2,90,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6012,8400,85000,1,55,1,0,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6016,2000,98000,1,18,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6017,8370,100000,2,60,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6018,8400,89000,1,40,0,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6020,8434,89000,1,32,0,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6021,8420,95000,2,70,1,1,0,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
6022,8670,99500,1,40,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6023,6000,75000,1,45,0,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6024,4800,80000,2,68,1,0,1,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
6025,4800,80000,2,68,1,0,1,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
6026,4800,80000,2,68,1,0,1,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6028,8660,95000,1,55,1,1,0,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
6029,4800,99000,2,85,0,0,1,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
6030,4800,99000,2,85,0,0,1,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
6031,4800,99000,2,85,0,0,1,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6032,8500,99000,1,22,1,1,1,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
6033,8660,99000,1,76,1,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
6034,8660,100000,1,48,0,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
6038,7340,80000,1,57,1,1,0,Colfontaine,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.8870227656139145
6043,7000,100000,2,60,1,0,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6044,8370,95000,1,40,0,0,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6047,6698,55000,1,42,1,0,1,Vielsalm,Bastogne,luxembourg,10.0,wallonie,1.0,31.0,-0.6367638126281108
6048,6990,58000,1,52,1,0,0,Hotton,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.0670785904001572
6049,6990,58000,1,52,1,0,0,Hotton,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.0670785904001572
6050,5000,90000,1,45,1,1,0,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
6051,7060,90000,2,82,1,1,0,Soignies,Soignies,hainaut,6.0,wallonie,1.0,33.0,-1.7195300128355355
6053,7603,100000,2,95,1,0,1,Péruwelz,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-2.0355687687624417
6060,5101,90000,1,30,1,0,1,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
6061,6010,75000,2,76,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6065,8420,57000,1,35,1,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
6066,3680,99000,1,56,1,0,1,Maaseik,Maaseik,limbourg,7.0,flandre,0.0,26.0,-2.0858184988987865
6071,6900,79000,1,31,0,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
6072,6000,89000,2,75,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6073,3090,99000,1,41,1,0,0,Overijse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.0049061050346726
6074,4820,85000,2,91,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
6078,6041,99000,2,95,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6081,4860,89000,1,59,0,0,1,Pepinster,Verviers,liege,4.0,wallonie,1.0,5.0,-1.912194721580304
6086,3001,99000,1,19,1,0,1,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6090,7170,89000,2,80,0,0,0,Manage,Soignies,hainaut,6.0,wallonie,1.0,33.0,-2.7003279988875764
6092,8670,92000,1,49,1,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6094,7170,75000,1,110,1,1,0,Manage,Soignies,hainaut,6.0,wallonie,1.0,33.0,-2.7003279988875764
6095,9700,85000,2,112,1,0,0,Oudenaarde,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.3630058489520662
6096,9700,85000,2,112,1,0,0,Wortegem-Petegem,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.0798841276503093
6098,2170,95000,1,50,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6102,4000,75000,1,34,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6104,5060,79000,1,90,0,0,1,Sambreville,Namur,namur,9.0,wallonie,1.0,1.0,-2.6735700186000035
6106,8370,80000,1,30,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6110,4000,100000,1,70,0,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6113,8800,95000,1,60,0,1,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
6114,2800,99000,1,14,0,0,0,Mechelen,Mechelen,anvers,2.0,flandre,0.0,29.0,-2.4949792889741245
6116,6000,99000,2,80,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6122,6000,85000,2,78,0,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6123,1020,97000,1,40,1,1,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6124,1020,97000,1,40,1,1,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6127,6000,70000,2,75,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6129,2060,89000,1,25,0,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6132,6000,98000,2,100,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6133,6150,99000,1,100,0,1,0,Anderlues,Thuin,hainaut,6.0,wallonie,1.0,18.0,-2.714648899160757
6135,8430,95000,1,27,0,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6145,6110,95000,2,55,1,0,0,Montigny-le-Tilleul,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.9238474450070817
6151,1210,99900,1,45,1,0,1,Saint-Josse-ten-Noode,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3691998516229487
6152,1210,99900,1,45,1,0,1,Sint-Joost-ten-Node,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3691998516229487
6153,8370,100000,2,36,0,1,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6154,6000,75000,2,80,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6155,6200,75000,1,65,0,0,1,Châtelet,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.645281986315976
6156,8430,89000,2,65,1,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6158,3700,99000,1,45,1,0,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6159,3700,99000,1,45,1,0,0,Tongeren,Tongres,limbourg,7.0,flandre,0.0,7.0,-1.9530288664650053
6160,3700,99000,1,45,1,0,0,Balen,Turnhout,anvers,2.0,flandre,0.0,22.0,-2.358705427046589
6161,3700,99000,1,45,1,0,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6162,3700,99000,1,45,1,0,0,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
6164,5530,69000,1,65,0,0,0,Yvoir,Dinant,namur,9.0,wallonie,1.0,0.0,-1.7066530179676132
6165,5530,69000,1,65,0,0,0,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6166,5530,75000,1,65,0,0,0,Yvoir,Dinant,namur,9.0,wallonie,1.0,0.0,-1.7066530179676132
6167,5530,75000,1,65,0,0,0,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6168,8400,75000,1,70,0,0,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6169,7500,85000,1,48,1,1,0,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
6172,7640,99000,2,60,1,1,1,Antoing,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.6552564670776038
6174,2100,65000,1,90,1,0,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6175,4800,61500,1,18,1,0,0,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
6176,4800,61500,1,18,1,0,0,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
6177,4800,61500,1,18,1,0,0,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6180,9500,65000,2,80,0,0,1,Geraardsbergen,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.2931362983199057
6181,9500,65000,2,80,0,0,1,Moerbeke,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-1.617889428480672
6184,7500,85000,1,40,0,0,1,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
6185,2060,69900,1,25,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6186,7090,80000,1,55,1,1,0,Braine-le-Comte,Soignies,hainaut,6.0,wallonie,1.0,33.0,-1.6603509662155922
6187,6110,95000,2,60,1,0,0,Montigny-le-Tilleul,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.9238474450070817
6189,6690,75000,3,90,0,0,0,Vielsalm,Bastogne,luxembourg,10.0,wallonie,1.0,31.0,-0.6367638126281108
6190,2060,99500,1,40,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6192,8200,68000,1,18,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6195,8370,69900,1,30,0,1,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6196,6001,70000,3,113,0,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6197,8370,95000,1,60,1,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6198,8670,99000,1,32,0,1,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6203,4000,89000,1,45,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6206,9000,99000,1,36,0,0,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
6209,8400,85000,1,53,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6211,8370,99000,2,55,0,0,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6213,4800,75000,3,125,0,0,0,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
6214,4800,75000,3,125,0,0,0,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
6215,4800,75000,3,125,0,0,0,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
6217,9880,89000,1,32,0,0,1,Aalter,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.098862169304426
6220,5620,75000,2,116,1,0,0,Florennes,Philippeville,namur,9.0,wallonie,1.0,12.0,-0.8073678814089904
6230,8301,97000,1,24,0,0,1,Knokke-Heist,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.233018894978993
6231,8430,99000,1,35,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6233,9100,92000,1,40,1,0,0,Sint-Niklaas,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.6292480821096347
6244,7000,127500,1,56,1,1,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6245,6000,125000,3,120,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6246,1030,145000,1,30,1,0,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6247,1030,145000,1,30,1,0,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6248,1030,149000,1,28,1,1,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6249,1030,149000,1,28,1,1,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6250,6032,150000,2,93,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6251,4101,145000,2,81,1,0,1,Seraing,Liège,liege,4.0,wallonie,1.0,3.0,-2.719015898762852
6252,4000,125000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6253,5000,140000,1,50,1,1,1,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
6254,4430,137000,2,90,1,0,0,Ans,Liège,liege,4.0,wallonie,1.0,3.0,-2.5903543244013143
6255,1081,139000,1,48,1,1,0,Koekelberg,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.289667252515549
6256,7000,150000,2,82,1,1,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6257,4040,137000,2,94,1,1,0,Herstal,Liège,liege,4.0,wallonie,1.0,3.0,-2.7658988954072066
6258,8670,150000,2,75,1,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6259,4500,145000,1,76,1,0,1,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
6260,6001,129000,3,120,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6263,4000,120000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6264,9300,125000,1,71,1,1,0,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
6265,4000,132000,1,60,0,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6267,4020,110000,2,90,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6268,4000,120000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6269,4000,120000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6270,2660,125000,2,65,1,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6271,4000,130000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6272,4000,130000,1,56,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6273,6238,135000,3,95,1,0,0,Pont-à-Celles,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-1.8872884324879928
6275,4000,139500,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6276,4000,139500,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6277,4000,140000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6278,4000,140000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6279,2660,144500,2,90,1,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6280,4000,145000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6281,4000,145000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6282,4000,145000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6283,4000,145000,2,71,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6284,4877,150000,2,75,1,0,1,Olne,Verviers,liege,4.0,wallonie,1.0,5.0,-2.168647567641908
6285,6183,119000,1,70,1,1,1,Courcelles,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.393312970283998
6286,7000,142000,1,55,1,0,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6287,1490,125000,1,50,1,1,0,Court-Saint-Étienne,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.2676785237987045
6288,8434,125000,1,63,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6289,8400,139000,1,40,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6290,8880,139000,3,108,1,1,1,Ledegem,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.3158946477781783
6291,8434,135000,1,33,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6294,7370,120000,2,90,1,0,1,Dour,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.1101881763927395
6295,3400,115000,1,64,0,1,0,Landen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-1.836850855406457
6296,3400,115000,1,64,0,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6298,9600,132500,1,78,1,0,0,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6299,9600,132500,1,78,1,0,0,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6300,8430,135000,2,73,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6301,9600,140000,2,76,1,1,0,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6302,9600,140000,2,76,1,1,0,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6303,4020,149000,1,70,0,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6304,1080,119000,1,56,1,1,1,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6305,1080,119000,1,56,1,1,1,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6306,8400,129000,1,61,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6307,3001,110000,1,22,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6308,7140,140000,2,80,1,1,1,Morlanwelz,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.7016054829487675
6311,8400,145000,1,50,1,1,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6312,8450,119000,1,40,1,1,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6313,6220,139000,2,83,1,0,1,Fleurus,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-1.8099311284986281
6314,8400,109000,1,76,1,0,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
